id,map,category,type,name,worldX,worldY,worldZ,mapX,mapY,levelMin,levelMax,palId,subtype,biome,sourceId,sourceIndex
"palpagos-element-chest-70--871374--373704","palpagos","collectibles","element-chest","Element Chest","-871374.5","-373704.5","","-1158","-1629","","","","","","","69"
"palpagos-element-chest-71--72199--248616","palpagos","collectibles","element-chest","Element Chest","-72199.4","-248615.9","","-886","113","","","","","","","70"
"palpagos-element-chest-72--54410--255887","palpagos","collectibles","element-chest","Element Chest","-54410.4","-255887.5","","-902","151","","","","","","","71"
"palpagos-element-chest-73--69224--257838","palpagos","collectibles","element-chest","Element Chest","-69224.2","-257837.6","","-906","119","","","","","","","72"
"palpagos-element-chest-74--63888--8060","palpagos","collectibles","element-chest","Element Chest","-63888.4","-8060.2","","-362","131","","","","","","","73"
"palpagos-element-chest-75--57217-389898","palpagos","collectibles","element-chest","Element Chest","-57216.6","389897.8","","505","145","","","","","","","74"
"palpagos-element-chest-76--66910-143697","palpagos","collectibles","element-chest","Element Chest","-66909.8","143696.5","","-31","124","","","","","","","75"
"palpagos-element-chest-77--1035304--357330","palpagos","collectibles","element-chest","Element Chest","-1035304.1","-357329.8","","-1123","-1986","","","","","","","76"
"palpagos-element-chest-78--1043657--362151","palpagos","collectibles","element-chest","Element Chest","-1043656.8","-362150.6","","-1133","-2004","","","","","","","77"
"palpagos-element-chest-79--77685--263721","palpagos","collectibles","element-chest","Element Chest","-77684.6","-263720.8","","-919","101","","","","","","","78"
"palpagos-element-chest-80--114300--141863","palpagos","collectibles","element-chest","Element Chest","-114300.5","-141863.1","","-653","21","","","","","","","79"
"palpagos-element-chest-81--123603-139704","palpagos","collectibles","element-chest","Element Chest","-123602.9","139704.3","","-40","1","","","","","","","80"
"palpagos-element-chest-82--148358-567177","palpagos","collectibles","element-chest","Element Chest","-148358.2","567176.9","","891","-53","","","","","","","81"
"palpagos-element-chest-83--166738-575247","palpagos","collectibles","element-chest","Element Chest","-166737.8","575246.8","","909","-93","","","","","","","82"
"palpagos-element-chest-84--162775-587686","palpagos","collectibles","element-chest","Element Chest","-162774.7","587686.4","","936","-85","","","","","","","83"
"palpagos-element-chest-85--202464--258495","palpagos","collectibles","element-chest","Element Chest","-202464.2","-258494.8","","-907","-171","","","","","","","84"
"palpagos-element-chest-86--204535-440539","palpagos","collectibles","element-chest","Element Chest","-204535.2","440538.6","","616","-176","","","","","","","85"
"palpagos-element-chest-87--194492-449139","palpagos","collectibles","element-chest","Element Chest","-194491.8","449139.3","","634","-154","","","","","","","86"
"palpagos-element-chest-88--203246-449197","palpagos","collectibles","element-chest","Element Chest","-203246.4","449196.7","","634","-173","","","","","","","87"
"palpagos-element-chest-89--188704-444427","palpagos","collectibles","element-chest","Element Chest","-188703.9","444427.3","","624","-141","","","","","","","88"
"palpagos-element-chest-90--219169--265106","palpagos","collectibles","element-chest","Element Chest","-219169.3","-265105.8","","-922","-208","","","","","","","89"
"palpagos-element-chest-91--222981--258433","palpagos","collectibles","element-chest","Element Chest","-222980.9","-258433.4","","-907","-216","","","","","","","90"
"palpagos-element-chest-92-6443--155545","palpagos","collectibles","element-chest","Element Chest","6443.2","-155544.8","","-683","284","","","","","","","91"
"palpagos-element-chest-93-18067-296156","palpagos","collectibles","element-chest","Element Chest","18067","296156","","301","309","","","","","","","92"
"palpagos-element-chest-94-23016-410396","palpagos","collectibles","element-chest","Element Chest","23016.4","410395.8","","550","320","","","","","","","93"
"palpagos-element-chest-95-30115-14992","palpagos","collectibles","element-chest","Element Chest","30115.2","14992.1","","-312","336","","","","","","","94"
"palpagos-element-chest-96-35574-384156","palpagos","collectibles","element-chest","Element Chest","35573.9","384156.4","","493","347","","","","","","","95"
"palpagos-element-chest-97-26846-194105","palpagos","collectibles","element-chest","Element Chest","26846.4","194105.4","","79","328","","","","","","","96"
"palpagos-element-chest-98-72048--28997","palpagos","collectibles","element-chest","Element Chest","72048.1","-28996.6","","-407","427","","","","","","","97"
"palpagos-element-chest-99-64041-510493","palpagos","collectibles","element-chest","Element Chest","64041.4","510492.8","","768","409","","","","","","","98"
"palpagos-element-chest-100-70600-536991","palpagos","collectibles","element-chest","Element Chest","70600.2","536991.2","","826","424","","","","","","","99"
"palpagos-element-chest-101-87129-343852","palpagos","collectibles","element-chest","Element Chest","87129","343851.6","","405","460","","","","","","","100"
"palpagos-element-chest-102-100970-509334","palpagos","collectibles","element-chest","Element Chest","100970.3","509334.2","","765","490","","","","","","","101"
"palpagos-element-chest-103-82577-30043","palpagos","collectibles","element-chest","Element Chest","82577","30042.6","","-279","450","","","","","","","102"
"palpagos-element-chest-104-95208-535282","palpagos","collectibles","element-chest","Element Chest","95208.1","535281.8","","822","477","","","","","","","103"
"palpagos-element-chest-105-105242-326299","palpagos","collectibles","element-chest","Element Chest","105242","326299","","367","499","","","","","","","104"
"palpagos-element-chest-106-156524-68167","palpagos","collectibles","element-chest","Element Chest","156524.1","68167.2","","-196","611","","","","","","","105"
"palpagos-element-chest-107-172701-215305","palpagos","collectibles","element-chest","Element Chest","172701.1","215304.8","","125","646","","","","","","","106"
"palpagos-element-chest-108-180860-212466","palpagos","collectibles","element-chest","Element Chest","180859.7","212465.7","","119","664","","","","","","","107"
"palpagos-element-chest-109-182342-227222","palpagos","collectibles","element-chest","Element Chest","182341.8","227221.8","","151","667","","","","","","","108"
"palpagos-note-1--775847-43094","palpagos","collectibles","note","Note","-775846.8","43093.8","","-250","-1420","","","","","","","0"
"palpagos-note-2--803033-48318","palpagos","collectibles","note","Note","-803032.6","48318","","-239","-1480","","","","","","","1"
"palpagos-note-3--739450--99350","palpagos","collectibles","note","Note","-739450","-99350","","-561","-1341","","","","","","","2"
"palpagos-note-4--811860--109820","palpagos","collectibles","note","Note","-811860","-109820","","-583","-1499","","","","","","","3"
"palpagos-note-5--817090--42400","palpagos","collectibles","note","Note","-817090","-42400","","-437","-1510","","","","","","","4"
"palpagos-note-6--734100--50560","palpagos","collectibles","note","Note","-734100","-50560","","-454","-1329","","","","","","","5"
"palpagos-note-7-82137-232164","palpagos","collectibles","note","Note","82137.3","232163.9","","162","449","","","","","","","6"
"palpagos-note-8--727251--337205","palpagos","collectibles","note","Note","-727250.7","-337204.9","","-1079","-1315","","","","","","","7"
"palpagos-note-9--661788--286540","palpagos","collectibles","note","Note","-661788.2","-286540.4","","-968","-1172","","","","","","","8"
"palpagos-note-10--680766--228163","palpagos","collectibles","note","Note","-680766","-228162.8","","-841","-1213","","","","","","","9"
"palpagos-note-11--554410--145171","palpagos","collectibles","note","Note","-554410.1","-145171.5","","-661","-938","","","","","","","10"
"palpagos-note-12--897682--441227","palpagos","collectibles","note","Note","-897682.2","-441227","","-1306","-1686","","","","","","","11"
"palpagos-note-13-27732-432083","palpagos","collectibles","note","Note","27732.4","432083.2","","597","330","","","","","","","12"
"palpagos-note-14-121473-356848","palpagos","collectibles","note","Note","121473.1","356847.9","","433","535","","","","","","","13"
"palpagos-note-15--378068-235014","palpagos","collectibles","note","Note","-378067.7","235013.9","","168","-554","","","","","","","14"
"palpagos-note-16--278642-215976","palpagos","collectibles","note","Note","-278642","215975.7","","126","-337","","","","","","","15"
"palpagos-note-17--201124--24022","palpagos","collectibles","note","Note","-201124","-24022.1","","-397","-168","","","","","","","16"
"palpagos-note-18--210150-50624","palpagos","collectibles","note","Note","-210150.4","50624.3","","-234","-188","","","","","","","17"
"palpagos-note-19--209799--6681","palpagos","collectibles","note","Note","-209798.6","-6681.3","","-359","-187","","","","","","","18"
"palpagos-note-20--185964-55639","palpagos","collectibles","note","Note","-185964.2","55638.5","","-223","-135","","","","","","","19"
"palpagos-note-21--305819-213787","palpagos","collectibles","note","Note","-305819.1","213787","","122","-396","","","","","","","20"
"palpagos-note-22--338282-79979","palpagos","collectibles","note","Note","-338282.1","79978.5","","-170","-467","","","","","","","21"
"palpagos-note-23--108817-209025","palpagos","collectibles","note","Note","-108817","209024.5","","111","33","","","","","","","22"
"palpagos-note-24--146580-301270","palpagos","collectibles","note","Note","-146580","301270.1","","312","-49","","","","","","","23"
"palpagos-note-25--315241-173396","palpagos","collectibles","note","Note","-315241.1","173395.6","","34","-417","","","","","","","24"
"palpagos-note-26--118767-385155","palpagos","collectibles","note","Note","-118766.6","385155.4","","495","11","","","","","","","25"
"palpagos-note-27--35730-290460","palpagos","collectibles","note","Note","-35730.3","290459.9","","289","192","","","","","","","26"
"palpagos-note-28-55488-392859","palpagos","collectibles","note","Note","55488.3","392859.4","","512","391","","","","","","","27"
"palpagos-note-29--30653--112971","palpagos","collectibles","note","Note","-30652.6","-112970.7","","-590","203","","","","","","","28"
"palpagos-note-30--18656--152534","palpagos","collectibles","note","Note","-18655.8","-152533.8","","-677","229","","","","","","","29"
"palpagos-note-31--5174--64213","palpagos","collectibles","note","Note","-5174.3","-64212.8","","-484","259","","","","","","","30"
"palpagos-note-32--85253--161407","palpagos","collectibles","note","Note","-85253.1","-161407.5","","-696","84","","","","","","","31"
"palpagos-note-33--18050--129575","palpagos","collectibles","note","Note","-18050.5","-129575.2","","-627","231","","","","","","","32"
"palpagos-note-34--297552-244560","palpagos","collectibles","note","Note","-297552.5","244560.2","","189","-378","","","","","","","33"
"palpagos-note-35--340151-219816","palpagos","collectibles","note","Note","-340151.3","219815.9","","135","-471","","","","","","","34"
"palpagos-note-36--354576-156362","palpagos","collectibles","note","Note","-354575.6","156362","","-4","-503","","","","","","","35"
"palpagos-note-37--363279-276904","palpagos","collectibles","note","Note","-363278.8","276903.8","","259","-522","","","","","","","36"
"palpagos-note-38--334784-197305","palpagos","collectibles","note","Note","-334784.3","197304.8","","86","-459","","","","","","","37"
"palpagos-note-39--355892-267444","palpagos","collectibles","note","Note","-355891.8","267443.5","","238","-505","","","","","","","38"
"palpagos-note-40--315601-187182","palpagos","collectibles","note","Note","-315600.6","187182","","64","-418","","","","","","","39"
"palpagos-note-41--185327-37273","palpagos","collectibles","note","Note","-185327.2","37273.1","","-263","-134","","","","","","","40"
"palpagos-note-42--245569-154862","palpagos","collectibles","note","Note","-245568.7","154861.5","","-7","-265","","","","","","","41"
"palpagos-note-43--294513-149429","palpagos","collectibles","note","Note","-294513.2","149428.8","","-19","-372","","","","","","","42"
"palpagos-note-44--402455--28051","palpagos","collectibles","note","Note","-402455.4","-28051","","-405","-607","","","","","","","43"
"palpagos-note-45--425136--174718","palpagos","collectibles","note","Note","-425135.8","-174718.5","","-725","-656","","","","","","","44"
"palpagos-note-46--249441--148443","palpagos","collectibles","note","Note","-249441.1","-148442.7","","-668","-274","","","","","","","45"
"palpagos-note-47--226550--100794","palpagos","collectibles","note","Note","-226549.8","-100793.7","","-564","-224","","","","","","","46"
"palpagos-note-48--257842--47223","palpagos","collectibles","note","Note","-257842.5","-47223","","-447","-292","","","","","","","47"
"palpagos-note-49--223190-134499","palpagos","collectibles","note","Note","-223189.6","134498.5","","-51","-216","","","","","","","48"
"palpagos-note-50--241933-258174","palpagos","collectibles","note","Note","-241933.3","258173.6","","218","-257","","","","","","","49"
"palpagos-note-51--111751-242255","palpagos","collectibles","note","Note","-111750.6","242254.9","","184","26","","","","","","","50"
"palpagos-note-52--42137-117813","palpagos","collectibles","note","Note","-42137.5","117812.8","","-88","178","","","","","","","51"
"palpagos-note-53-145644-95477","palpagos","collectibles","note","Note","145643.6","95477.3","","-136","587","","","","","","","52"
"palpagos-note-54-103667-72074","palpagos","collectibles","note","Note","103666.9","72074.1","","-187","496","","","","","","","53"
"palpagos-note-55-42675-313641","palpagos","collectibles","note","Note","42675.4","313641.2","","339","363","","","","","","","54"
"palpagos-skill-fruit-1--243049--128179","palpagos","collectibles","skill-fruit","Skill Fruit","-243049.2","-128179.3","","-623","-260","","","","","","","0"
"palpagos-skill-fruit-2--269151-324099","palpagos","collectibles","skill-fruit","Skill Fruit","-269151.5","324098.5","","362","-316","","","","","","","1"
"palpagos-skill-fruit-3--309227-72251","palpagos","collectibles","skill-fruit","Skill Fruit","-309227","72250.7","","-187","-404","","","","","","","2"
"palpagos-skill-fruit-4--331352-251148","palpagos","collectibles","skill-fruit","Skill Fruit","-331352.5","251147.8","","203","-452","","","","","","","3"
